ID_star,ID_system,Name,,Karmn,GJ,RA_J2016,DE_J2016,SpT,SpTnum,SpT_ref,SKG,SKG_ref,Nplanet,Pl_Ref,Type,Class,Component,System,SB,SB_ref,object_type,Notes_multiplicity,WDS_id,WDS_disc,WDS_comp,WDS_obs1,WDS_obs2,WDS_nobs,WDS_pa2,WDS_sep2,WDS_mag1,WDS_mag2,s01,rho01,s02,rho02,theta01,theta02,M_Msol,eM_Msol,R_Rsol,eR_Rsol,MR_ref,M01,eM01,R01,eR01,M02,eM02,R02,eR02,q,Porb_d,ePorb_d,Porb_ref,a_au,a_ref,Teff_K,eTeff_K,Teff_ref,logg,elogg,L_Lsol,eL_Lsol,L_ref,MG_mag,eMG_mag,Mass_A,eMass_A,Mass_B,eMass_B,Mass_tot,eMass_tot,Ug_J,eUg_J,Porb_a,ePorb_a,muratio,deltaPA,deltad,crit_parity,crit_ruwe,crit_ipd,crit_rv,crit_rv_error,crit_fmp,crit_non_single,crit_DR3_non_single,Candidate,Bool_rho,Bool_new,HR_num,Bool_HR,Bool_MM,Bool_Lbol,Bool_DR2,Bool_FGK,Bool_WD,Bool_OBA,Bool_NMS,Bool_UCD,Bool_widest,GaiaDR3_id,GaiaDR2_id,2MASS_id,AllWISE_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_ref,d_pc,ed_pc,d01,ed01,d02,ed02,d03,ed03,d04,ed04,pm,pm_error,pm_ref,pmra,pmra_error,pmdec,pmdec_error,pmA,pmra_A_mas,epmra_A_mas,pmdec_A_mas,epmdec_A_mas,pmB,pmra_B_mas,epmra_B_mas,pmdec_B_mas,epmdec_B_mas,pmC,pmra_C_mas,epmra_C_mas,pmdec_C_mas,epmdec_C_mas,rv,rv_error,rv_ref,ruwe,l,b,RA_J2000,DE_J2000,BP_mag,eBP_mag,G_mag,eG_mag,RP_mag,eRP_mag,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,Qf_2M,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Qf_W,astrometric_excess_noise,astrometric_excess_noise_sig,phot_bp_rp_excess_factor,phot_bp_n_blended_transits,phot_rp_n_blended_transits,phot_variable_flag,rv_chisq_pvalue,rv_amplitude_robust,rv_nb_transits,rv_renormalised_gof,astrometric_n_obs_al,astrometric_n_good_obs_al,ipd_gof_harmonic_amplitude,ipd_frac_multi_peak,duplicated_source
1162,314,LP 489-1,,,,09:56:45.21,+11:34:23.6,M5.0 V,75.0,This work,,,0,,Multiple,Double*,B*,,,-,High proper motion,,,,,,,,,,,,33201.3288,1356.0489,,,231.61,,0.17270,0.01040,0.18640,0.00600,This work,,,,,,,,,,,,,,,3100,50,This work,4.00,0.25,0.0028918206,0.0000152283,This work,12.3230,0.0034,0.3046,0.0141,0.1727,0.0104,0.4773,0.0245,2.795E+33,2.123E+32,8756805.10,160720.85,0.3256,18.8402,0.0323,False,False,False,False,False,False,0,,false,true,true,4,true,true,true,false,false,false,false,false,false,true,3879819059998988288,3879819059998988288,09564571+1134238,J095645.37+113423.7,149.18835575105500,0.02490903250873090,11.573224652537300,0.02172473445534710,40.843211930857500,0.03156795,DR3,24.483872661456600,0.018923723954219400,24.483872661456600,0.018923723954219400,,,,,,,456.958203864118,0.0353896210398776,DR3,-456.7536985941470,0.027974838,-13.669634204615300,0.021675648,456.958203864118,-456.753698594147,0.027974838,-13.6696342046153,0.021675648,,,,,,,,,,,21.640207,2.7287261,DR3,0.98116547,224.9946986504870,46.23091863094270,149.190463,11.573301,16.1158,0.0070,14.2674,0.0029,12.9858,0.0040,11.147,0.026,10.567,0.022,10.241,0.021,AAA,10.051,0.023,9.854,0.020,9.700,0.044,9.074,,AAAU,0.0,0.0,1.5025934,1,1,NOT_AVAILABLE,,,14,,247,246,0.017233816906809800,0,False
518,140,V*V805Tau,,J04252+172,,04:25:13.67,+17:16:05.1,M3.5 V,73.5,2015A&A...577A.128A,Hya,Ros11/Kop16,0,,Multiple,SKG,DE,,,-,Eruptive variable,,04252+1716,AST 4,,1994,2020,17,263.70,0.073,14.0,14.0,51890.1177,1002.1454,,,47.14,,0.5748,0.0280,0.5514,0.0128,This work,,,,,,,,,,,,,,,,,,,,,,,8.4274,0.0219,,,0.5748,0.0280,1.4895,0.1263,,,,,0.0668,0.7302,0.0324,True,True,False,True,False,False,0,,false,false,false,4,true,false,true,false,true,false,false,false,false,false,3313958046465282304,3313958046465282304,04251352+1716056,J042513.62+171605.2,66.30695338557210,0.16548562049865700,17.268076545714300,0.08858060836791990,19.31283635339330,0.1931356,DR3,51.77903347295220,0.5178097361893520,51.77903347295220,0.5178097361893520,,,,,,,110.653403016441,0.258503382903997,DR3,107.26120047579400,0.2082995,-27.188425324213800,0.15308598,110.653403016441,107.261200475794,0.2082995,-27.1884253242138,0.15308598,,,,,,,,,,,37.063427,4.3438272,DR3,9.333254,178.6202279127790,-21.76462038526870,66.306369,17.268230,13.4812,0.0032,11.9982,0.0028,10.7962,0.0039,9.149,0.023,8.481,0.027,8.268,0.029,AAA,8.117,0.023,7.982,0.021,7.860,0.020,7.764,0.182,AAAB,1.3633588552475000,3081.773193359380,1.4586525,1,0,NOT_AVAILABLE,0.0,31.514402,30,33.43331,452,452,0.022405505180358900,0,False
2554,701,LP 12-90,,J23228+787,,23:22:54.97,+78:47:39.6,M5.0 V,74.5,2015A&A...577A.128A,,,0,,Multiple,SKG,C,,,-,High proper motion,,23194+7900,MKR 1,AC,2000,2015,3,141.50,962.755,7.73,16.16,18221.8277,962.7376,,,141.15,,0.20690,0.01160,0.21880,0.00760,This work,,,,,,,,,,,,,,,2900,50,This work,3.50,0.25,0.0030510183,0.0000168155,This work,12.6351,0.0031,0.9000,0.1350,0.2069,0.0116,1.5347,0.1390,1.803E+34,2.887E+33,2337986.03,143098.36,0.0376,2.1268,0.0010,True,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,true,false,false,false,false,true,2282790893241302144,2282790893241302144,23225384+7847386,J232254.55+784739.2,350.7290232368060,0.026509683579206500,78.79433614628550,0.02842595800757410,52.8343025839604,0.029883878,DR3,18.9270975690627,0.01070545170439470,18.9270975690627,0.01070545170439470,,,,,,,217.440973700539,0.0514545610391867,DR3,207.4464792811380,0.03501129,65.1654454269971,0.037706517,217.440973700539,207.446479281138,0.03501129,65.1654454269971,0.037706517,,,,,,,,,,,,,-,1.2345679,118.54882542380700,16.683219849284000,350.724355,78.794067,16.3664,0.0050,14.0205,0.0029,12.6342,0.0040,10.418,0.023,9.842,0.028,9.524,0.020,AAA,9.325,0.023,9.097,0.021,8.889,0.026,8.908,0.367,AAAC,0.2913318872451780,39.4813117980957,1.592663,0,0,NOT_AVAILABLE,,,,,335,328,0.007926104590296750,0,False
457,124,ATO J061.4727+05.5235,,,,04:05:53.46,+05:31:24.6,M3.0 V,73.0,This work,beta Pic,Gag18b,0,,Multiple,Triple*,C*,,,-,Variable,,,,,,,,,,,,51950.3438,824.7885,,,164.77,,0.49380,0.01980,0.49070,0.01540,This work,,,,,,,,,,,,,,,3200,50,This work,4.00,0.25,0.0227468090,0.0001680202,This work,10.0157,0.0046,0.6295,0.0270,0.4938,0.0198,,,1.056E+34,6.198E+32,11172309.59,166505.18,0.0406,0.9114,0.0135,True,False,False,False,False,False,0,,false,true,true,4,true,false,true,false,false,false,false,false,false,false,3296736739437207552,3296736739437207552,04055341+0531251,J040553.44+053124.7,61.47273937173050,0.022811828181147600,5.523489105784230,0.015685301274061200,15.87647755564690,0.025942741,DR3,62.986263577359,0.10292184250680800,62.986263577359,0.10292184250680800,,,,,,,49.8537371929228,0.0337750434033637,DR3,34.953578937079000,0.028493948,-35.54774861493200,0.01813418,49.8537371929228,34.953578937079,0.028493948,-35.547748614932,0.01813418,,,,,,,,,,,15.708932,1.4885496,DR3,1.3359871,185.61428354794400,-32.805092799067800,61.472572,5.523653,15.7481,0.0072,14.0119,0.0030,12.7474,0.0047,10.917,0.026,10.346,0.025,10.065,0.021,AAA,9.915,0.024,9.713,0.021,9.544,0.051,8.092,,AAAU,0.1292266994714740,8.147536277771000,1.4955678,2,0,NOT_AVAILABLE,,,21,,329,329,0.039323609322309500,0,False
1973,543,GJ 685,,J17355+616,685,17:35:35.07,+61:40:45.4,M0.5 V,70.5,1995AJ....110.1838R,,,1,Pin19,Multiple,Triple,C,,,-,High proper motion,,17350+6153,LDS2736,AB C,1898,2010,8,160.40,737.85,5.23,10.19,10561.4763,738.1637,,,160.33,,0.57930,0.02780,0.55540,0.01250,This work,,,,,,,,,,,,,,,3847,13,Marf21,5.00,0.25,0.0589333030,0.0002281701,This work,8.3967,0.0028,,,0.5793,0.0278,,,,,,,0.0949,0.1019,0.0088,True,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,true,false,false,false,false,true,1439069444391326208,1439069444391326208,17353445+6140540,J173534.84+614048.3,263.89611450900300,0.013592161238193500,61.67927672424110,0.014988611452281500,69.89209281722200,0.015290988,DR3,14.307770159567900,0.003130253123037140,14.307770159567900,0.003130253123037140,,,,,,,577.33277240371,0.0233458842199739,DR3,261.92330205982600,0.015338845,-514.4990903096250,0.01759972,577.33277240371,261.923302059826,0.015338845,-514.499090309625,0.01759972,,,,,,,,,,,-15.529791,0.1640634,DR3,1.1368835,90.75752854581040,32.58906954241510,263.893583,61.681671,10.1906,0.0032,9.1746,0.0028,8.1746,0.0039,6.884,0.032,6.271,0.017,6.066,0.018,AAA,8.630,,5.869,0.056,5.861,0.015,5.756,0.034,UAAA,0.11644324660301200,15.323579788208000,1.3418119,0,0,VARIABLE,0.5828456,0.5977278,7,-0.9136237,273,273,0.011841131374239900,0,False
659,180,Capella H,,J05173+458,,05:17:24.00,+45:50:16.1,M1.0 V,72.5,1995AJ....110.1838R,,,0,,Multiple,Quadruple,B,,,-,High proper motion,Stearns (1936),05167+4600,FRH   1,AH,1895,2014,5,141.80,722.84,0.08,9.99,9644.0247,722.84,,,141.80,,0.5374,0.0286,0.5180,0.0129,This work,,,,,,,,,,,,,,,,,,,,,,,8.6896,0.0029,4.9090,0.0222,0.5374,0.0286,5.7186,0.0507,4.826E+35,2.577E+34,405826.97,1348.87,0.0304,1.6519,0.0164,,False,False,False,False,False,0,,false,true,false,4,true,false,true,false,false,false,false,true,false,false,211810233512673792,211810233512673792,05172386+4550229,J051723.96+455018.3,79.34999070128360,0.015486054122448000,45.83779586527360,0.011819923296570800,74.95210975717670,0.01883288,DR3,13.34185259413930,0.0033523473815099000,13.34185259413930,0.0033523473815099000,,,,,,,437.930990410861,0.0263813091885619,DR3,88.4249612507515,0.020196933,-428.9109215093980,0.016972253,437.930990410861,88.4249612507515,0.020196933,-428.910921509398,0.016972253,,,,,,,,,,,30.97163,0.15677783,DR3,1.1097186,162.79124782545700,4.575440907690900,79.349438,45.839718,10.4060,0.0029,9.3157,0.0028,8.2765,0.0038,6.777,0.023,6.200,0.026,5.946,0.020,AAA,5.615,0.104,5.457,0.046,5.593,0.014,5.498,0.042,AAAA,0.11935179680585900,18.999666213989300,1.3619399,0,0,NOT_AVAILABLE,0.7165486,0.58789253,7,-0.724443,329,325,0.022688062861561800,1,False
578,159,LP 415-3051,,,,04:42:58.58,+20:36:16.8,M3.0 V,73.0,This work,Hya,Ros11/Lod19/Fre20,0,,Multiple,SKG*,B*,,,-,High proper motion,,,,,,,,,,,,34713.0824,674.3489,,,35.92,,0.38490,0.01600,0.38760,0.01180,This work,,,,,,,,,,,,,,,3300,50,This work,4.50,0.25,0.0160479550,0.0001037857,This work,10.2089,0.0036,,,0.3849,0.0160,,,,,,,0.0793,2.2762,0.0513,True,False,False,False,True,False,0,,false,true,true,4,true,true,true,false,false,false,false,false,false,false,3411128795318922496,3411128795318922496,04425849+2036174,J044258.54+203617.0,70.7440808097662,0.0189629178494215,20.604663273905400,0.007960214279592040,19.426361506620500,0.019645153,DR3,51.47644347394650,0.05205620247501790,51.47644347394650,0.05205620247501790,,,,,,,91.2622861259368,0.0284809062708673,DR3,82.63150859673370,0.023734827,-38.74065895103340,0.0157423,91.2622861259368,82.6315085967337,0.023734827,-38.7406589510334,0.0157423,,,,,,,,,,,38.43095,22.599398,DR3,1.1560981,178.6665491082970,-16.40384238982700,70.743720,20.604836,15.2593,0.0035,13.7669,0.0028,12.5746,0.0039,10.892,0.025,10.349,0.034,10.084,0.019,AAA,9.945,0.024,9.802,0.020,9.704,0.047,8.629,,AAAU,0.048936665058136000,1.7377939224243200,1.445568,0,0,NOT_AVAILABLE,0.38776094,18.69634,27,53.265846,471,471,0.0180406104773283,0,False
517,140,V*V991Tau,,,,04:25:00.35,+16:59:05.2,K4 V,64.0,1965ApJ...141..177M,Hya,Ros11/Kop16/Lod19/Fre20,0,,Multiple,SKG,C,,,-,BY Dra variable,,,,,,,,,,,,34929.5904,641.1683,,,121.85,,0.7710,0.1157,0.7314,0.1097,Pec13,,,,,,,,,,,,,,,,,,,,,,,6.2889,0.0036,,,0.7710,0.1157,1.4895,0.1263,,,,,0.0952,0.2168,0.0803,True,False,False,False,False,False,0,,false,true,false,3,true,false,true,false,true,false,false,false,false,false,3313759000500605056,3313759000500605056,04250024+1659057,J042500.31+165905.3,66.25145306022210,0.016606710851192500,16.98478765438500,0.007533683441579340,18.356021527791500,0.018641857,DR3,54.47803591241020,0.05532635454705770,54.47803591241020,0.05532635454705770,,,,,,,94.4111448413932,0.0254680284716006,DR3,91.12098370948650,0.021541175,-24.706893735919400,0.013586694,94.4111448413932,91.1209837094865,0.021541175,-24.7068937359194,0.013586694,,,,,,,,,,,39.25803,0.2058578,DR3,1.0585245,178.81886844209900,-21.98617272889580,66.251006,16.984922,10.5075,0.0029,9.9700,0.0028,9.2834,0.0038,8.486,0.023,7.980,0.024,7.830,0.016,AAA,7.813,0.027,7.879,0.019,7.841,0.021,7.879,0.197,AAAB,0.0875018984079361,13.871686935424800,1.2342495,0,0,VARIABLE,0.046781722,1.8587189,17,0.8538578,483,471,0.05327998474240300,0,False
1856,509,* sig CrB C,,J16139+337,,16:13:55.90,+33:46:22.7,M2.5 V,72.5,2015A&A...577A.128A,,,0,,Multiple,Quintuple,CD,,,-,RS CVn Variable,YSC 152 Ea Eb refers to the close pair (0.507 arcsec),16147+3352,STF2032,AE,1916,2021,17,241.10,635.068,5.62,12.31,14345.9663,635.0579,11.45,0.507,241.15,28.70,0.4315,0.0309,0.4229,0.0139,This work,,,,,,,,,,,,,,,,,,,,,,,9.4994,0.0084,0.2315,0.0013,0.4315,0.0309,1.6930,0.1576,1.228E+34,8.823E+32,2110309.47,49220.40,0.0629,0.6459,0.0048,True,True,False,False,False,False,0,,false,false,false,4,true,false,true,false,true,false,false,false,false,true,1322906861255829376,1322906861255829376,16135630+3346243,J161356.03+334623.2,243.48291382263900,0.1069260686635970,33.772960984010700,0.13920775055885300,44.2673512452419,0.15864198,DR3,22.590012094014400,0.08095637407724040,22.590012094014400,0.08095637407724040,,,,,,,300.69302928773,0.240926994543131,DR3,-286.96507877317600,0.13504516,-89.81838022886130,0.19952098,300.69302928773,-286.965078773176,0.13504516,-89.8183802288613,0.19952098,,,,,,,,,,,-12.212692,0.25087678,DR3,9.261864,54.522612496388600,46.28801499430390,243.484623,33.773438,12.5077,0.0031,11.2690,0.0032,10.0823,0.0038,8.598,0.018,8.004,0.018,7.752,0.017,AAA,7.600,0.029,7.467,0.020,7.369,0.018,7.277,0.142,AAAB,1.7197439670562700,4943.54443359375,1.4873506,0,0,NOT_AVAILABLE,0.11938303,2.7114077,19,0.70522344,442,436,0.055085439234972,58,False
178,47,LP 648-20,,J01369-067,,01:36:55.36,-06:47:39.6,M3.5 V,73.5,2009ApJ...699..649S,Ple/beta Pic,Alo15b/Gag18a/Shk12,0,,Multiple,Double,B,,,-,High proper motion,BRG 5 BC and BWL 7 BD are optical. SB1 according to Shk09,01376-0645,CAB 3,AB,1953,2016,8,258.60,612.075,7.75,14.0,14678.4401,612.0752,,,258.64,,0.32230,0.01440,0.32820,0.01030,This work,,,,,,,,,,,,,,,3200,50,This work,4.50,0.25,0.0101785370,0.0000609662,This work,10.8096,0.0041,0.8800,0.1320,0.3223,0.0144,1.2023,0.1464,3.409E+34,5.335E+33,1621890.90,89561.57,0.0136,0.1388,0.0033,True,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,true,false,false,false,false,false,2478001486169801216,2478001486169801216,01365516-0647379,J013655.29-064739.1,24.230680617429500,0.035153016448020900,-6.794333571507650,0.024303989484906200,41.69892726044640,0.044565305,DR3,23.98143227412360,0.025629912178746000,23.98143227412360,0.025629912178746000,,,,,,,200.546957593842,0.0520718470692645,DR3,173.89301818462500,0.044706125,-99.90145357695320,0.026699057,200.546957593842,173.893018184625,0.044706125,-99.9014535769532,0.026699057,,,,,,,,,,,12.77,0.064,2018MNRAS.475.1960F,1.7081861,152.96839192895800,-66.97524959913760,24.229858,-6.793867,14.3469,0.0113,12.7090,0.0034,11.4673,0.0057,9.707,0.022,9.137,0.026,8.862,0.021,AAA,8.703,0.022,8.529,0.020,8.395,0.021,8.276,0.241,AAAB,0.29023823142051700,79.95012664794920,1.4814477,1,1,NOT_AVAILABLE,,,,,310,309,0.022474246099591300,1,False
421,116,LP 31-200,,,,03:43:44.04,+72:53:42.2,M3.5 Ve,73.5,2003AJ....126.3007R,,,0,,Multiple,Triple,C,,,-,High proper motion,,03454+7259,WIS  99,AC,2000,2016,5,233.30,574.151,11.4,14.88,14667.0040,574.1488,,,233.53,,0.22280,0.01160,0.23400,0.00730,This work,,,,,,,,,,,,,,,3200,50,This work,4.50,0.25,0.0051715560,0.0000254629,This work,11.5220,0.0029,0.5487,0.0283,0.2228,0.0116,,,1.470E+34,1.078E+33,2022331.53,40086.37,0.0070,0.3868,0.0015,True,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,true,543741661380991872,543741661380991872,03434334+7253489,J034343.76+725344.6,55.93348485176500,0.010238398797810100,72.8950451227419,0.011165797710418700,39.14560709665790,0.014733351,DR3,25.545650563824700,0.009614694066459140,25.545650563824700,0.009614694066459140,,,,,,,488.277328745289,0.0177662617791177,DR3,206.7106532169050,0.011660437,-442.36348811048500,0.013404263,488.277328745289,206.710653216905,0.011660437,-442.363488110485,0.013404263,,,,,,,,,,,37.224487,1.5249062,DR3,1.1515291,134.8880033310370,14.158300354274700,55.930594,72.896942,15.2141,0.0035,13.5586,0.0028,12.3229,0.0039,10.624,0.024,10.024,0.031,9.737,0.021,AAA,9.521,0.023,9.369,0.020,9.231,0.035,8.424,,AAAU,0.061608076095581100,3.0520732402801500,1.4715931,36,0,NOT_AVAILABLE,0.04499422,22.034767,24,0.4787294,424,420,0.008494268171489240,0,False
2110,571,PM J18542+1058,,,,18:54:17.14,+10:58:11.0,M4.0 V,74.0,2015A&A...577A.128A,,,0,,Multiple,Triple*,C*,,,-,High proper motion,,,,,,,,,,,,10009.5205,538.8903,,,266.68,,0.30000,0.01370,0.30710,0.00960,This work,,,,,,,,,,,,,,,3200,50,This work,4.00,0.25,0.0089086164,0.0000572604,This work,11.0178,0.0030,0.7299,0.0253,0.3000,0.0137,1.3936,0.0435,3.859E+34,2.213E+33,986803.28,13783.61,0.1700,2.6014,0.0078,False,False,False,False,False,False,0,,false,true,true,4,true,true,true,false,false,false,false,false,false,true,4311982650767794176,4311982650767794176,18541711+1058091,J185417.13+105810.4,283.5714196687940,0.020584579557180400,10.969734789639300,0.021298684179782900,53.83777188653760,0.024456363,DR3,18.574319942279300,0.008437576353342960,18.574319942279300,0.008437576353342960,,,,,,,114.61184369911,0.0341639370091369,DR3,20.20888157734750,0.025341706,112.81611507892800,0.022912279,114.61184369911,20.2088815773475,0.025341706,112.816115078928,0.022912279,,,,,,,,,,,-25.294369,0.34627557,DR3,1.0958033,43.03529219728870,4.353682055488790,283.571320,10.969218,14.0424,0.0039,12.3624,0.0028,11.1136,0.0040,9.376,0.026,8.694,0.044,8.483,0.023,AAA,8.271,0.022,8.120,0.019,7.987,0.021,7.779,0.190,AAAB,0.1762864887714390,27.99466323852540,1.484082,0,0,NOT_AVAILABLE,0.9382736,2.3301563,9,-1.4433757,254,254,0.007791591342538600,0,False
1560,426,Ross 476,,J13300-087,,13:30:01.59,-08:42:33.0,M4.0 V,74.0,2012AJ....143...68H,,,0,,Multiple,Double,B,,,-,High proper motion,WDS separation corrected,13303-0834,LDS 448,,1954,2016,12,198.60,502.447,12.34,14.6,8067.4657,502.4474,,,198.66,,0.23350,0.01200,0.24400,0.00790,This work,,,,,,,,,,,,,,,3100,50,This work,5.50,0.25,0.0049547898,0.0000264209,This work,11.6781,0.0032,0.5000,0.1000,0.2335,0.0120,0.7335,0.1120,2.553E+34,5.272E+33,846084.69,58088.26,0.0026,0.0054,0.0021,True,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,true,false,false,false,false,3630015546177181952,3630015546177181952,13300285-0842251,J133002.00-084230.4,202.50664237550200,0.034397419542074200,-8.70917931639764,0.025377728044986700,62.2806924078119,0.041980937,DR3,16.056340437772200,0.010822940309573700,16.056340437772200,0.010822940309573700,,,,,,,1210.60817019283,0.0587798439515365,DR3,-1114.0153193697600,0.051258415,-473.8586392027860,0.028768819,1210.60817019283,-1114.01531936976,0.051258415,-473.858639202786,0.028768819,,,,,,,,,,,14.357328,0.6298827,DR3,1.5704417,318.8944253035640,52.96243829414040,202.511875,-8.706993,14.5025,0.0033,12.7063,0.0028,11.4276,0.0038,9.599,0.022,9.047,0.027,8.749,0.024,AAA,8.548,0.022,8.356,0.019,8.237,0.022,8.747,0.495,AAAC,0.299848735332489,95.51734161376950,1.5053498,1,0,NOT_AVAILABLE,0.22012718,11.515226,20,-1.3393354,340,340,0.01184231135994200,0,False
454,123,LSPM J0401+5131,,,,04:01:02.14,+51:31:17.2,DC8,0.0,2003AJ....125.1598L,,,0,,Multiple,Double*,B*,,,-,White dwarf,,,,,,,,,,,,12401.7447,494.0317,,,353.45,,0.500,0.100,,,This work,,,,,,,,,,,,,,,,,,,,,,,15.1140,0.0050,0.3370,0.0146,0.5000,0.1000,0.8370,0.1146,2.397E+34,4.905E+33,1509627.00,91136.90,0.0021,0.1223,0.0005,True,False,False,False,False,False,0,,false,true,true,1,true,false,true,false,false,true,false,false,false,true,250862824946594816,250862824946594816,04010150+5131304,J040103.71+513114.3,60.25893092179060,0.061101943254470800,51.521454939726200,0.04346216470003130,39.83565887431670,0.07690448,DR3,25.103136944591400,0.048462702705220500,25.103136944591400,0.048462702705220500,,,,,,,883.244656205,0.116835395057134,DR3,367.43123460906200,0.09338366,-803.1907684655920,0.07021397,883.244656205,367.431234609062,0.09338366,-803.190768465592,0.07021397,,,,,,,,,,,,,-,0.99513763,150.1954997594460,-1.0241854917883900,60.256250,51.525112,17.5640,0.0074,17.1126,0.0028,16.5113,0.0061,15.928,0.074,15.745,0.123,15.205,,ABU,13.673,0.025,13.561,0.032,12.567,,8.771,,AAUU,0.0,0.0,1.2109036,0,0,NOT_AVAILABLE,,,,,392,390,0.018120096996426600,0,False
269,72,GJ 100 C,,J02285-200,100 C,02:28:32.62,-20:02:22.5,M2.5 V,72.5,2015A&A...577A.128A,,,0,,Multiple,Triple,C,,,-,High proper motion,,02290-1959,UC 744,AB,1951,2010,6,242.20,474.517,9.2,12.4,9310.3736,474.5688,,,242.13,,0.31750,0.01380,0.32360,0.00960,This work,,,,,,,,,,,,,,,3400,50,This work,5.00,0.25,0.0126096810,0.0000653585,This work,10.3204,0.0031,0.6993,0.1049,0.3175,0.0138,1.0168,0.1187,4.207E+34,6.570E+33,890924.90,46352.90,0.0612,3.5055,0.0123,True,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,true,false,false,false,false,false,5130073422706364544,5130073422706364544,02283188-2002265,J022832.38-200223.6,37.13593562672520,0.019589820876717600,-20.039574114780800,0.023091500625014300,50.972045366618300,0.03188185,DR3,19.61859667995400,0.012270984067090500,19.61859667995400,0.012270984067090500,,,,,,,649.191103208653,0.0378877480158692,DR3,606.6061727212280,0.02586358,231.25319392771900,0.02768676,649.191103208653,606.606172721228,0.02586358,231.253193927719,0.02768676,,,,,,,,,,,27.554182,0.371382,DR3,1.7118008,200.44664035906600,-66.69639978558070,37.132866,-20.040701,13.1100,0.0031,11.7837,0.0028,10.6397,0.0039,9.181,0.027,8.571,0.029,8.347,0.021,AAA,8.143,0.023,8.001,0.019,7.916,0.019,7.723,0.121,AAAB,0.2519265413284300,83.9549789428711,1.4210507,0,0,VARIABLE,0.5993842,5.1311913,18,-1.0229422,409,405,0.02571072429418560,0,False
893,245,1RXS J073101.9+460030,,J07310+460,,07:31:01.27,+46:00:24.8,M4.0 V,74.0,2015A&A...577A.128A,HS,This work,0,,Multiple*,Quadruple*,B*,,,-,Eruptive variable,,,,,,,,,,,,23780.2665,431.3908,,,296.04,,0.47030,0.03000,0.45780,0.01350,This work,,,,,,,,,,,,,,,3200,50,This work,5.00,0.25,0.0438363440,0.0004024622,This work,9.1896,0.0068,,,0.4703,0.0300,,,,,,,0.0794,0.7609,0.0146,True,True,False,False,False,False,0,,true,true,true,4,true,false,true,false,false,false,false,false,false,true,975317464388545280,975317464388545280,07310129+4600266,J073101.28+460025.4,112.75530366918300,0.0387873575091362,46.00689173984840,0.033961132168769800,18.14070675945820,0.05178796,DR3,55.1246438884538,0.15736943938091400,55.1246438884538,0.15736943938091400,,,,,,,101.747726375245,0.0594889034240025,DR3,-13.515535357425000,0.048725538,-100.846071448192,0.034128457,101.747726375245,-13.515535357425,0.048725538,-100.846071448192,0.034128457,,,,,,,,,,,7.03859,2.6878643,DR3,2.230331,172.36157896270700,25.73953861371320,112.755384,46.007401,14.4888,0.0040,12.8963,0.0028,11.6659,0.0039,9.948,0.023,9.390,0.021,9.121,0.018,AAA,8.978,0.026,8.784,0.026,8.657,0.030,8.477,0.351,AAAB,0.3606927990913390,125.05741119384800,1.4746165,1,0,NOT_AVAILABLE,9.480694E-11,32.370193,14,3.8242514,260,258,0.026787156239152000,0,False
1549,423,PM J13260+2735A,,J13260+275,,13:26:02.70,+27:35:03.7,M3.0 V,73.0,2015A&A...577A.128A,,,0,,Multiple,Triple*,B*,,,-,High proper motion,,,,,,,,,,,,18493.5709,404.4112,,,117.24,,0.4808,0.0298,0.4672,0.0134,This work,,,,,,,,,,,,,,,,,,,,,,,9.1088,0.0075,0.5787,0.0278,0.4808,0.0298,1.4502,0.0518,2.654E+34,2.081E+33,2443368.03,46992.34,0.0346,1.4924,0.0058,True,False,False,False,False,False,0,,false,true,true,4,true,false,true,false,false,false,false,false,false,true,1449301838900762880,1449301838900762880,13260267+2735021,J132602.67+273502.9,201.51125246575300,0.059980496764183000,27.584352575106800,0.042305272072553600,21.867662656206200,0.07005297,DR3,45.72962441032500,0.14649466919678300,45.72962441032500,0.14649466919678300,,,,,,,72.8908429844649,0.109418005006671,DR3,-2.473842486020240,0.08994273,72.84885101592390,0.062310554,72.8908429844649,-2.47384248602024,0.08994273,72.8488510159239,0.062310554,,,,,,,,,,,-6.032922,0.79079026,DR3,1.7765906,38.3131633438908,82.30384268789370,201.511152,27.583921,13.5662,0.0191,12.4098,0.0028,11.0227,0.0190,9.249,0.022,8.656,0.024,8.403,0.016,AAA,8.224,0.023,8.066,0.020,7.967,0.020,7.901,0.178,AAAB,0.5824995636940000,476.2369079589840,1.7602814,50,49,NOT_AVAILABLE,0.016837232,11.353289,18,1.7840221,353,349,0.002565679606050250,18,False
